scenario,dataset,model,calibration,n,events,event_percent,auroc,auprc,brier,observed_percent,mean_predicted_percent,calibration_intercept,calibration_slope
primary_20pt_age50_0.5sd,HRS external validation,M1_single_assessment,none_original_transport,13118,4529,34.52508004268943,0.7385025946680506,0.6013973034311989,0.21548846048820797,34.52508004268943,50.2885668061535,-0.7839486215229423,1.0151153448407402
primary_20pt_age50_0.5sd,HRS external validation,M1_single_assessment,cv_intercept_only,13118,4529,34.52508004268943,0.7385164894192562,0.601554837167793,0.18929481205732676,34.52508004268943,34.52529655937142,0.008218832016351211,1.0149885100062979
primary_20pt_age50_0.5sd,HRS external validation,M1_single_assessment,cv_intercept_slope,13118,4529,34.52508004268943,0.7384758720151768,0.6012197394771487,0.1893353902088788,34.52508004268943,34.525991799159414,-0.0006587875581574257,0.9988522810271862
primary_20pt_age50_0.5sd,HRS external validation,M2_repeat_assessment,none_original_transport,13118,4529,34.52508004268943,0.7744962728518849,0.6528768003590903,0.19244504498948967,34.52508004268943,46.35043797741466,-0.6165315407383005,1.1368629055627324
primary_20pt_age50_0.5sd,HRS external validation,M2_repeat_assessment,cv_intercept_only,13118,4529,34.52508004268943,0.774495475928134,0.6528858329827237,0.1777254577342439,34.52508004268943,34.52530225671269,0.07265137311305772,1.1366110584585913
primary_20pt_age50_0.5sd,HRS external validation,M2_repeat_assessment,cv_intercept_slope,13118,4529,34.52508004268943,0.7744282001392251,0.652515551836771,0.17742741354516564,34.52508004268943,34.52998055704782,-0.0008057985364398356,0.9989710704417832
